Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Retail: Department store,England SE and Central S,London,way,397174708,Sonam Halusky Shop,gabled,,65.4,building=retail; shop=convenience,https://www.openstreetmap.org/way/397174708
Retail: Department store,England SE and Central S,London,way,397174709,Memories of Mortlake,gabled,,76.6,building=retail; shop=antiques,https://www.openstreetmap.org/way/397174709
Retail: Department store,England SE and Central S,London,way,397174711,A & M Sugarcraft,gabled,,68.2,building=retail; shop=confectionery,https://www.openstreetmap.org/way/397174711
Retail: Department store,England SE and Central S,London,way,399085877,Bearded Barber,hipped,,58.9,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/399085877
Retail: Department store,England SE and Central S,London,way,399085878,Maxwells,gabled,,54.8,building=retail; shop=estate_agent,https://www.openstreetmap.org/way/399085878
Retail: Department store,England SE and Central S,London,way,399982009,,flat,,295.4,building=retail,https://www.openstreetmap.org/way/399982009
Retail: Department store,England SE and Central S,London,way,403542843,,flat,,975.0,building=retail,https://www.openstreetmap.org/way/403542843
Retail: Department store,England SE and Central S,London,way,403542846,,flat,,3401.2,building=retail,https://www.openstreetmap.org/way/403542846
Retail: Department store,England SE and Central S,London,way,407311638,,gabled,,68.6,building=retail; shop=vacant,https://www.openstreetmap.org/way/407311638
Retail: Department store,England SE and Central S,London,way,418385070,Bensons,quadruple_saltbox,,92.2,building=retail; office=estate_agent,https://www.openstreetmap.org/way/418385070
Retail: Department store,England SE and Central S,London,way,420589092,Oz Tyres,flat,,81.6,building=retail; shop=car_parts,https://www.openstreetmap.org/way/420589092
Retail: Department store,England SE and Central S,London,way,420644083,Carlo Jewellers,flat,,124.3,building=retail; shop=jewelry,https://www.openstreetmap.org/way/420644083
Retail: Department store,England SE and Central S,London,way,422434399,The Goldsmith Arms,quadruple_saltbox,,353.1,building=retail; amenity=pub,https://www.openstreetmap.org/way/422434399
Retail: Department store,England SE and Central S,London,way,422540662,Machellaio,flat,,63.4,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/422540662
Retail: Department store,England SE and Central S,London,way,425013598,,gambrel,,101.8,building=retail,https://www.openstreetmap.org/way/425013598
Retail: Department store,England SE and Central S,London,way,425013609,,gambrel,,232.9,building=retail,https://www.openstreetmap.org/way/425013609
Retail: Department store,England SE and Central S,London,way,425404373,iSmash,mansard,,67.5,building=retail; shop=mobile_phone,https://www.openstreetmap.org/way/425404373
Retail: Department store,England SE and Central S,London,way,425428373,Poke House,gambrel,,162.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/425428373
Retail: Department store,England SE and Central S,London,way,425428391,,gambrel,,201.5,building=retail,https://www.openstreetmap.org/way/425428391
Retail: Department store,England SE and Central S,London,way,425428416,The House of Ho,gambrel,,76.6,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/425428416
Retail: Department store,England SE and Central S,London,way,425428419,Skinspace,gambrel,,160.8,building=retail; shop=beauty,https://www.openstreetmap.org/way/425428419
Retail: Department store,England SE and Central S,London,way,425651096,Ugly Dumpling,gambrel,,107.2,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/425651096
Retail: Department store,England SE and Central S,London,way,425662543,Cafe Metro Express,gambrel,,121.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/425662543
Retail: Department store,England SE and Central S,London,way,425662550,Rivet and Hide,gambrel,,127.1,building=retail; shop=clothes,https://www.openstreetmap.org/way/425662550
Retail: Department store,England SE and Central S,London,way,426232572,,gambrel,,56.3,building=retail,https://www.openstreetmap.org/way/426232572
Retail: Department store,England SE and Central S,London,way,427266078,,flat,,112.4,building=retail,https://www.openstreetmap.org/way/427266078
Retail: Department store,England SE and Central S,London,way,427341992,Jai News,gambrel,,57.9,building=retail; shop=newsagent,https://www.openstreetmap.org/way/427341992
Retail: Department store,England SE and Central S,London,way,427341995,Rooted Health,gambrel,,46.5,building=retail; shop=health_food,https://www.openstreetmap.org/way/427341995
Retail: Department store,England SE and Central S,London,way,427341997,Transition,gambrel,,49.9,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/427341997
Retail: Department store,England SE and Central S,London,way,429466315,Poundland,flat,,950.7,building=retail; shop=variety_store,https://www.openstreetmap.org/way/429466315
Retail: Department store,England SE and Central S,London,way,430326646,,flat,,29.9,building=retail,https://www.openstreetmap.org/way/430326646
Retail: Department store,England SE and Central S,London,way,431573827,Parkwood,hipped,,81.2,building=retail,https://www.openstreetmap.org/way/431573827
Retail: Department store,England SE and Central S,London,way,431573828,Holloways of Ludlow,gabled,,79.6,building=retail,https://www.openstreetmap.org/way/431573828
Retail: Department store,England SE and Central S,London,way,431573829,Secret Recipe,gabled,,71.4,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/431573829
Retail: Department store,England SE and Central S,London,way,431573830,Emily Victoria,gabled,,71.5,building=retail; shop=beauty,https://www.openstreetmap.org/way/431573830
Retail: Department store,England SE and Central S,London,way,431573831,,mansard,,71.4,building=retail,https://www.openstreetmap.org/way/431573831
Retail: Department store,England SE and Central S,London,way,431573832,,gabled,,71.5,building=retail,https://www.openstreetmap.org/way/431573832
Retail: Department store,England SE and Central S,London,way,431573833,,gabled,,71.4,building=retail,https://www.openstreetmap.org/way/431573833
Retail: Department store,England SE and Central S,London,way,431831304,Welcome Break,round,,4676.1,building=retail,https://www.openstreetmap.org/way/431831304
Retail: Department store,England SE and Central S,London,way,432234936,,gabled,,109.0,building=retail,https://www.openstreetmap.org/way/432234936
Retail: Department store,England SE and Central S,London,way,432234938,Domino's,gabled,,104.5,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/432234938
Retail: Department store,England SE and Central S,London,way,432234940,,gabled,,89.6,building=retail,https://www.openstreetmap.org/way/432234940
Retail: Department store,England SE and Central S,London,way,432234942,Ladak,gabled,,70.2,building=retail; shop=art,https://www.openstreetmap.org/way/432234942
Retail: Department store,England SE and Central S,London,way,432234944,ASC Flooring,gabled,,70.1,building=retail; shop=flooring,https://www.openstreetmap.org/way/432234944
Retail: Department store,England SE and Central S,London,way,432234945,ABC-OT,gabled,,70.1,building=retail; office=therapist,https://www.openstreetmap.org/way/432234945
Retail: Department store,England SE and Central S,London,way,432234947,Upper Rich Caffe,gabled,,101.5,building=retail; amenity=cafe,https://www.openstreetmap.org/way/432234947
Retail: Department store,England SE and Central S,London,way,432234949,Butikken,gabled,,100.5,building=retail; shop=homeware,https://www.openstreetmap.org/way/432234949
Retail: Department store,England SE and Central S,London,way,432234951,,hipped,,90.2,building=retail,https://www.openstreetmap.org/way/432234951
Retail: Department store,England SE and Central S,London,way,432380093,Dogtown,gabled,,65.2,building=retail; shop=pet_grooming,https://www.openstreetmap.org/way/432380093
Retail: Department store,England SE and Central S,London,way,432380094,The Laundry Room,gabled,,67.6,building=retail; shop=laundry,https://www.openstreetmap.org/way/432380094
Retail: Department store,England SE and Central S,London,way,432380096,Kodak Express,gabled,,85.6,building=retail; shop=photo,https://www.openstreetmap.org/way/432380096
Retail: Department store,England SE and Central S,London,way,432380097,Spatetree Pharmacy,gabled,,67.8,building=retail; amenity=pharmacy; healthcare=pharmacy,https://www.openstreetmap.org/way/432380097
Retail: Department store,England SE and Central S,London,way,432380098,Sheen Mobility,gabled,,67.1,building=retail; shop=medical_supply,https://www.openstreetmap.org/way/432380098
Retail: Department store,England SE and Central S,London,way,432380100,La Plata,gabled,,67.3,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/432380100
Retail: Department store,England SE and Central S,London,way,432380102,Apples and Bees,gabled,,57.4,building=retail; shop=health_food,https://www.openstreetmap.org/way/432380102
Retail: Department store,England SE and Central S,London,way,432380104,Randall & Phillips,gabled,,57.8,building=retail; office=lawyer,https://www.openstreetmap.org/way/432380104
Retail: Department store,England SE and Central S,London,way,432380106,Pandemonium,gabled,,67.6,building=retail; shop=toys,https://www.openstreetmap.org/way/432380106
Retail: Department store,England SE and Central S,London,way,432380108,ITR News,gabled,,81.0,building=retail; shop=convenience,https://www.openstreetmap.org/way/432380108
Retail: Department store,England SE and Central S,London,way,432380109,The Long Room,gabled,,97.9,building=retail; shop=gift,https://www.openstreetmap.org/way/432380109
Retail: Department store,England SE and Central S,London,way,432380111,Boutique Cafe,gabled,,89.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/432380111
Retail: Department store,England SE and Central S,London,way,432380113,,gabled,,135.3,building=retail; shop=vacant,https://www.openstreetmap.org/way/432380113
Retail: Department store,England SE and Central S,London,way,434900021,Yang's Braised Chicken Rice,mansard,,57.1,building=retail; amenity=cafe,https://www.openstreetmap.org/way/434900021
Retail: Department store,England SE and Central S,London,way,434900025,,mansard,,94.3,building=retail,https://www.openstreetmap.org/way/434900025
Retail: Department store,England SE and Central S,London,way,434900027,The Remedy,mansard,,94.4,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/434900027
Retail: Department store,England SE and Central S,London,way,435002339,Western Printers,mansard,,61.0,building=retail; shop=copyshop,https://www.openstreetmap.org/way/435002339
Retail: Department store,England SE and Central S,London,way,435002349,Oriental Dragon,mansard,,81.3,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/435002349
Retail: Department store,England SE and Central S,London,way,435139137,Computer 'N' Mobile Repair Centre,flat,,28.9,building=retail; shop=mobile_phone,https://www.openstreetmap.org/way/435139137
Retail: Department store,England SE and Central S,London,way,439037569,The Flora,hipped,,164.8,building=retail,https://www.openstreetmap.org/way/439037569
Retail: Department store,England SE and Central S,London,way,439073012,,flat,,174.8,building=retail; shop=vacant,https://www.openstreetmap.org/way/439073012
Retail: Department store,England SE and Central S,London,way,441838225,British Heart Foundation,flat,,174.9,building=retail; shop=charity,https://www.openstreetmap.org/way/441838225
Retail: Department store,England SE and Central S,London,way,441838237,,flat,,394.5,building=retail,https://www.openstreetmap.org/way/441838237
Retail: Department store,England SE and Central S,London,way,443270488,Fred Rigby Studio,gabled,,54.3,building=retail; shop=furniture,https://www.openstreetmap.org/way/443270488
Retail: Department store,England SE and Central S,London,way,449059450,Loco Mexicano,flat,,146.1,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/449059450
Retail: Department store,England SE and Central S,London,way,449059456,,flat,,353.1,building=retail,https://www.openstreetmap.org/way/449059456
Retail: Department store,England SE and Central S,London,way,450269812,L+ Architects,hipped,,84.4,building=retail; office=architect,https://www.openstreetmap.org/way/450269812
Retail: Department store,England SE and Central S,London,way,450269813,Kurk,gabled,,89.2,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/450269813
Retail: Department store,England SE and Central S,London,way,450269814,Sophia Oliver,gabled,,91.1,building=retail,https://www.openstreetmap.org/way/450269814
Retail: Department store,England SE and Central S,London,way,450269815,Black Salt,gabled,,181.1,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/450269815
Retail: Department store,England SE and Central S,London,way,452155077,M&S Simply Food,flat,,347.9,building=retail; shop=convenience,https://www.openstreetmap.org/way/452155077
Retail: Department store,England SE and Central S,London,way,453271663,Apa,gabled,,73.6,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/453271663
Retail: Department store,England SE and Central S,London,way,453271752,Victor's Barbers,gabled,,37.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/453271752
Retail: Department store,England SE and Central S,London,way,453271753,Walter's Bistro,gabled,,37.6,building=retail; amenity=cafe,https://www.openstreetmap.org/way/453271753
Retail: Department store,England SE and Central S,London,way,453271756,Castelnau Post Office,gabled,,37.7,building=retail; amenity=post_office,https://www.openstreetmap.org/way/453271756
Retail: Department store,England SE and Central S,London,way,453271757,Barnes Car Service,gabled,,37.6,building=retail,https://www.openstreetmap.org/way/453271757
Retail: Department store,England SE and Central S,London,way,453271758,Samaia Georgian Restaurant,gabled,,37.6,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/453271758
Retail: Department store,England SE and Central S,London,way,453271759,Upper Barnes Food and Wine,gabled,,37.7,building=retail; shop=convenience,https://www.openstreetmap.org/way/453271759
Retail: Department store,England SE and Central S,London,way,453271760,PizzaBar,gabled,,37.6,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/453271760
Retail: Department store,England SE and Central S,London,way,454760041,Capital,mansard,,65.3,building=retail; shop=electrical,https://www.openstreetmap.org/way/454760041
Retail: Department store,England SE and Central S,London,way,454760042,Gasworld Parts UK,gambrel,,55.0,building=retail; shop=trade,https://www.openstreetmap.org/way/454760042
Retail: Department store,England SE and Central S,London,way,454760044,Sheen Upholstery,gambrel,,54.7,building=retail; shop=furniture,https://www.openstreetmap.org/way/454760044
Retail: Department store,England SE and Central S,London,way,454760046,Swan Dry Cleaning,gambrel,,52.9,building=retail; shop=dry_cleaning,https://www.openstreetmap.org/way/454760046
Retail: Department store,England SE and Central S,London,way,454760048,BTS Beauty,gambrel,,51.6,building=retail; shop=beauty,https://www.openstreetmap.org/way/454760048
Retail: Department store,England SE and Central S,London,way,454760050,Moulton News,gambrel,,51.6,building=retail; shop=convenience,https://www.openstreetmap.org/way/454760050
Retail: Department store,England SE and Central S,London,way,454760051,R. Chubb & Son,gambrel,,46.7,building=retail; shop=butcher,https://www.openstreetmap.org/way/454760051
Retail: Department store,England SE and Central S,London,way,454760053,Z-One,gambrel,,45.4,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/454760053
Retail: Department store,England SE and Central S,London,way,457300035,The Kenton,flat,,211.7,building=retail; amenity=pub,https://www.openstreetmap.org/way/457300035
Retail: Department store,England SE and Central S,London,way,457768270,Como Design,mansard,,95.1,building=retail; shop=kitchen,https://www.openstreetmap.org/way/457768270
Retail: Department store,England SE and Central S,London,way,457768278,Eureka,gambrel,,105.8,building=retail; shop=kitchen,https://www.openstreetmap.org/way/457768278
Retail: Department store,England SE and Central S,London,way,457768279,Pizza GoGo,mansard,,58.3,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/457768279
Retail: Department store,England SE and Central S,London,way,457768280,Lal Bagh,gambrel,,116.9,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/457768280
Retail: Department store,England SE and Central S,London,way,457768281,Richmond Park Conservative Association,gambrel,,122.2,building=retail; office=political_party,https://www.openstreetmap.org/way/457768281
Retail: Department store,England SE and Central S,London,way,457768282,,gambrel,,57.4,building=retail,https://www.openstreetmap.org/way/457768282
Retail: Department store,England SE and Central S,London,way,457768283,,gambrel,,58.6,building=retail,https://www.openstreetmap.org/way/457768283
Retail: Department store,England SE and Central S,London,way,457768284,Dental Expressions,gambrel,,58.5,building=retail; amenity=dentist; healthcare=dentist,https://www.openstreetmap.org/way/457768284
Retail: Department store,England SE and Central S,London,way,459520409,Pickle and Rye,gabled,,72.3,building=retail; amenity=cafe,https://www.openstreetmap.org/way/459520409
Retail: Department store,England SE and Central S,London,way,459520411,Culver + Nelson,hipped,,81.3,building=retail; shop=deli,https://www.openstreetmap.org/way/459520411
Retail: Department store,England SE and Central S,London,way,459520782,Cafe Qios,gabled,,54.0,building=retail; amenity=cafe,https://www.openstreetmap.org/way/459520782
Retail: Department store,England SE and Central S,London,way,459667027,Coverup,gabled,,54.4,building=retail; shop=clothes,https://www.openstreetmap.org/way/459667027
Retail: Department store,England SE and Central S,London,way,459667028,Robert Neil,gabled,,54.3,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/459667028
Retail: Department store,England SE and Central S,London,way,459667029,Lasyl,gabled,,54.4,building=retail; shop=hifi,https://www.openstreetmap.org/way/459667029
Retail: Department store,England SE and Central S,London,way,459667030,,gabled,,43.7,building=retail,https://www.openstreetmap.org/way/459667030
Retail: Department store,England SE and Central S,London,way,459667031,,gabled,,192.4,building=retail,https://www.openstreetmap.org/way/459667031
Retail: Department store,England SE and Central S,London,way,459667035,Valentina,gabled,,44.6,building=retail; amenity=restaurant; shop=deli,https://www.openstreetmap.org/way/459667035
Retail: Department store,England SE and Central S,London,way,459667036,Stuart Mackenzie,gabled,,37.9,building=retail; office=estate_agent,https://www.openstreetmap.org/way/459667036
Retail: Department store,England SE and Central S,London,way,460090330,Dean Kassem,gabled,,66.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460090330
Retail: Department store,England SE and Central S,London,way,460090331,Create & Wild,gabled,,69.5,building=retail; shop=florist,https://www.openstreetmap.org/way/460090331
Retail: Department store,England SE and Central S,London,way,460090332,Village Properties,gabled,,70.2,building=retail; office=estate_agent,https://www.openstreetmap.org/way/460090332
Retail: Department store,England SE and Central S,London,way,460090333,,gabled,,70.8,building=retail,https://www.openstreetmap.org/way/460090333
Retail: Department store,England SE and Central S,London,way,460090334,Bright Sterling,gabled,,56.3,building=retail; office=accountant,https://www.openstreetmap.org/way/460090334
Retail: Department store,England SE and Central S,London,way,460090336,Level Crossing Records,gabled,,71.0,building=retail; shop=music,https://www.openstreetmap.org/way/460090336
Retail: Department store,England SE and Central S,London,way,460090337,Bunkers,gabled,,79.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460090337
Retail: Department store,England SE and Central S,London,way,460090338,Euro Cafe,gabled,,107.5,building=retail; amenity=cafe,https://www.openstreetmap.org/way/460090338
Retail: Department store,England SE and Central S,London,way,460090339,Sheen Lane Liquid Mart,gabled,,81.4,building=retail; shop=alcohol,https://www.openstreetmap.org/way/460090339
Retail: Department store,England SE and Central S,London,way,460097966,,flat,,56.5,building=retail,https://www.openstreetmap.org/way/460097966
Retail: Department store,England SE and Central S,London,way,460097970,Sheen Fish Bar,mansard,,46.7,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460097970
Retail: Department store,England SE and Central S,London,way,460097971,,gabled,,61.3,building=retail,https://www.openstreetmap.org/way/460097971
Retail: Department store,England SE and Central S,London,way,460097972,Total Wellbeing,mansard,,47.6,building=retail,https://www.openstreetmap.org/way/460097972
Retail: Department store,England SE and Central S,London,way,460097973,Coffee & Cake Co,gabled,,48.6,building=retail; amenity=cafe; shop=bakery,https://www.openstreetmap.org/way/460097973
Retail: Department store,England SE and Central S,London,way,460097974,Sheen Kitchen,gabled,,48.7,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460097974
Retail: Department store,England SE and Central S,London,way,460097975,Mortlake Nails & Beauty,gabled,,48.6,building=retail; shop=beauty,https://www.openstreetmap.org/way/460097975
Retail: Department store,England SE and Central S,London,way,460097976,A Party Palace,gabled,,48.5,building=retail; shop=party,https://www.openstreetmap.org/way/460097976
Retail: Department store,England SE and Central S,London,way,460097978,The Robin,gabled,,48.4,building=retail; amenity=cafe,https://www.openstreetmap.org/way/460097978
Retail: Department store,England SE and Central S,London,way,460102249,The London Cycle Workshop,gabled,,194.9,building=retail; shop=bicycle,https://www.openstreetmap.org/way/460102249
Retail: Department store,England SE and Central S,London,way,460102251,TGJones,flat,,222.6,building=retail; shop=books,https://www.openstreetmap.org/way/460102251
Retail: Department store,England SE and Central S,London,way,460102254,GAIL's,gabled,,208.9,building=retail; shop=bakery,https://www.openstreetmap.org/way/460102254
Retail: Department store,England SE and Central S,London,way,460102257,Robert Dyas,hipped,,108.3,building=retail; shop=houseware,https://www.openstreetmap.org/way/460102257
Retail: Department store,England SE and Central S,London,way,460103671,Matrix Design,hipped,,60.2,building=retail; shop=kitchen,https://www.openstreetmap.org/way/460103671
Retail: Department store,England SE and Central S,London,way,460103672,Gaia,gabled,,94.5,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460103672
Retail: Department store,England SE and Central S,London,way,460103673,Sea Light Jewellery and Gifts,gabled,,96.5,building=retail; shop=jewelry,https://www.openstreetmap.org/way/460103673
Retail: Department store,England SE and Central S,London,way,460103674,Prontaprint,gabled,,125.1,building=retail; shop=printing,https://www.openstreetmap.org/way/460103674
Retail: Department store,England SE and Central S,London,way,460103675,Richmond DIY,gabled,,142.5,building=retail; shop=doityourself,https://www.openstreetmap.org/way/460103675
Retail: Department store,England SE and Central S,London,way,460104510,Papa John's,hipped,,77.0,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460104510
Retail: Department store,England SE and Central S,London,way,460104511,Rug Store,gabled,,62.9,building=retail; shop=carpet,https://www.openstreetmap.org/way/460104511
Retail: Department store,England SE and Central S,London,way,460104512,East Sheen Nails,gabled,,62.7,building=retail; shop=beauty,https://www.openstreetmap.org/way/460104512
Retail: Department store,England SE and Central S,London,way,460104513,Millers Hairdressing,gabled,,62.6,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460104513
Retail: Department store,England SE and Central S,London,way,460112599,AHK Flooring,gabled,,79.0,building=retail; shop=flooring,https://www.openstreetmap.org/way/460112599
Retail: Department store,England SE and Central S,London,way,460112600,Caffè Nero,gabled,,159.6,building=retail; amenity=cafe,https://www.openstreetmap.org/way/460112600
Retail: Department store,England SE and Central S,London,way,460112601,SuperSave,gabled,,90.7,building=retail; shop=convenience,https://www.openstreetmap.org/way/460112601
Retail: Department store,England SE and Central S,London,way,460112602,,gabled,,77.8,building=retail,https://www.openstreetmap.org/way/460112602
Retail: Department store,England SE and Central S,London,way,460112609,The 2nd Look,gabled,,123.4,building=retail; shop=clothes,https://www.openstreetmap.org/way/460112609
Retail: Department store,England SE and Central S,London,way,460112610,Pala Kebab and Grill,gabled,,114.1,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460112610
Retail: Department store,England SE and Central S,London,way,460112611,Tala Daniel Bridal Couture,gabled,,59.8,building=retail; shop=clothes,https://www.openstreetmap.org/way/460112611
Retail: Department store,England SE and Central S,London,way,460112612,Sugar,gabled,,67.8,building=retail; shop=beauty,https://www.openstreetmap.org/way/460112612
Retail: Department store,England SE and Central S,London,way,460112613,Cancer Research UK,gabled,,121.4,building=retail; shop=charity,https://www.openstreetmap.org/way/460112613
Retail: Department store,England SE and Central S,London,way,460376857,London Decorators Merchants,mansard,,98.0,building=retail; shop=paint,https://www.openstreetmap.org/way/460376857
Retail: Department store,England SE and Central S,London,way,460408479,Reno Designs,saltbox,,74.0,building=retail; shop=kitchen,https://www.openstreetmap.org/way/460408479
Retail: Department store,England SE and Central S,London,way,460408482,Barnard Marcus,saltbox,,48.7,building=retail; office=estate_agent,https://www.openstreetmap.org/way/460408482
Retail: Department store,England SE and Central S,London,way,460408483,Princess Alice Hospice,saltbox,,54.0,building=retail; shop=charity,https://www.openstreetmap.org/way/460408483
Retail: Department store,England SE and Central S,London,way,460408484,Sheen Bookshop,saltbox,,49.0,building=retail; shop=books,https://www.openstreetmap.org/way/460408484
Retail: Department store,England SE and Central S,London,way,460408485,King of Cotton,saltbox,,55.1,building=retail; shop=fabric,https://www.openstreetmap.org/way/460408485
Retail: Department store,England SE and Central S,London,way,460408487,Boots,saltbox,,107.0,building=retail; amenity=pharmacy; shop=chemist; healthcare=pharmacy,https://www.openstreetmap.org/way/460408487
Retail: Department store,England SE and Central S,London,way,460408488,Tesco Express,saltbox,,220.6,building=retail; shop=convenience,https://www.openstreetmap.org/way/460408488
Retail: Department store,England SE and Central S,London,way,460408489,Holland & Barrett,saltbox,,69.8,building=retail; shop=health_food,https://www.openstreetmap.org/way/460408489
Retail: Department store,England SE and Central S,London,way,460408490,,saltbox,,64.5,building=retail; shop=vacant,https://www.openstreetmap.org/way/460408490
Retail: Department store,England SE and Central S,London,way,460408492,Cook,saltbox,,56.4,building=retail; shop=frozen_food,https://www.openstreetmap.org/way/460408492
Retail: Department store,England SE and Central S,London,way,460408494,Tolley & Partners,saltbox,,58.3,building=retail; shop=optician,https://www.openstreetmap.org/way/460408494
Retail: Department store,England SE and Central S,London,way,460408495,,saltbox,,102.9,building=retail,https://www.openstreetmap.org/way/460408495
Retail: Department store,England SE and Central S,London,way,460408496,Privett Timber Windows,saltbox,,54.5,building=retail; shop=windows,https://www.openstreetmap.org/way/460408496
Retail: Department store,England SE and Central S,London,way,460408497,The Souvlaki East Sheen,saltbox,,54.1,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460408497
Retail: Department store,England SE and Central S,London,way,460408498,Fara,saltbox,,54.4,building=retail; shop=charity,https://www.openstreetmap.org/way/460408498
Retail: Department store,England SE and Central S,London,way,460408499,Harris + Hoole,hipped,,213.3,building=retail; amenity=cafe,https://www.openstreetmap.org/way/460408499
Retail: Department store,England SE and Central S,London,way,460414926,,hipped,,40.6,building=retail,https://www.openstreetmap.org/way/460414926
Retail: Department store,England SE and Central S,London,way,460414927,Ray Munn Kitchens,gabled,,96.2,building=retail; shop=kitchen,https://www.openstreetmap.org/way/460414927
Retail: Department store,England SE and Central S,London,way,460414928,,gabled,,38.1,building=retail,https://www.openstreetmap.org/way/460414928
Retail: Department store,England SE and Central S,London,way,460414929,,gabled,,44.7,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/460414929
Retail: Department store,England SE and Central S,London,way,460414930,Kaalika,gabled,,43.8,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/460414930
Retail: Department store,England SE and Central S,London,way,460414931,UK Pets Company,gabled,,87.7,building=retail; shop=pet,https://www.openstreetmap.org/way/460414931
Retail: Department store,England SE and Central S,London,way,460414932,,hipped,,173.0,building=retail,https://www.openstreetmap.org/way/460414932
Retail: Department store,England SE and Central S,London,way,460414933,Carpetright,gabled,,132.8,building=retail; shop=carpet,https://www.openstreetmap.org/way/460414933
Retail: Department store,England SE and Central S,London,way,460414934,,hipped,,94.6,building=retail,https://www.openstreetmap.org/way/460414934
Retail: Department store,England SE and Central S,London,way,460414935,Grilandia,gabled,,76.3,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/460414935
Retail: Department store,England SE and Central S,London,way,460414936,Coopers Appliances,hipped,,129.8,building=retail; shop=houseware,https://www.openstreetmap.org/way/460414936
Retail: Department store,England SE and Central S,London,way,460420114,Bright Young Things,saltbox,,85.1,building=retail; amenity=tuition,https://www.openstreetmap.org/way/460420114
Retail: Department store,England SE and Central S,London,way,460420116,Caffe’ Al Fresco,saltbox,,64.3,building=retail; amenity=cafe,https://www.openstreetmap.org/way/460420116
Retail: Department store,England SE and Central S,London,way,460420120,PTMD Collection,saltbox,,41.0,building=retail; shop=florist,https://www.openstreetmap.org/way/460420120
Retail: Department store,England SE and Central S,London,way,460423847,Dumlers Pharmacy,mansard,,63.3,building=retail; amenity=pharmacy; shop=chemist; healthcare=pharmacy,https://www.openstreetmap.org/way/460423847
Retail: Department store,England SE and Central S,London,way,460423849,Holmes and Daughters,mansard,,33.4,building=retail; shop=funeral_directors,https://www.openstreetmap.org/way/460423849
Retail: Department store,England SE and Central S,London,way,460423850,Salvatore Grimaldi,gambrel,,37.4,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460423850
Retail: Department store,England SE and Central S,London,way,460423851,Surplus Catering Equipment,gambrel,,36.7,building=retail; shop=kitchen,https://www.openstreetmap.org/way/460423851
Retail: Department store,England SE and Central S,London,way,460423852,Kangen Water Store,gambrel,,72.6,building=retail; shop=health_food,https://www.openstreetmap.org/way/460423852
Retail: Department store,England SE and Central S,London,way,460423853,Krew London,gambrel,,38.1,building=retail; shop=hairdresser,https://www.openstreetmap.org/way/460423853
Retail: Department store,England SE and Central S,London,way,460423854,Yari Tailoring,gambrel,,35.1,building=retail,https://www.openstreetmap.org/way/460423854
Retail: Department store,England SE and Central S,London,way,460423855,TJ’s Place,gambrel,,37.6,building=retail; amenity=fast_food,https://www.openstreetmap.org/way/460423855
Retail: Department store,England SE and Central S,London,way,460423856,Karismatic Beauty,gambrel,,63.3,building=retail; shop=beauty,https://www.openstreetmap.org/way/460423856
Retail: Department store,England SE and Central S,London,way,460423857,Four Seasons Blinds and Shutters,gambrel,,32.0,building=retail,https://www.openstreetmap.org/way/460423857
Retail: Department store,England SE and Central S,London,way,460423858,Faanoos Restaurant,gambrel,,43.2,building=retail; amenity=restaurant,https://www.openstreetmap.org/way/460423858
